#Function	Subsystem	Classification 1	Classification 2
Quinone-reactive Ni/Fe-hydrogenase small chain precursor (EC 1.12.5.1)	Transporters_In_Models	Experimental Subsystems	
Quinone-reactive Ni/Fe-hydrogenase large chain (EC 1.12.5.1)	Transporters_In_Models	Experimental Subsystems	
Quinone-reactive Ni/Fe hydrogenase, cytochrome b subunit	Transporters_In_Models	Experimental Subsystems	
Anaerobic C4-dicarboxylate transporter DcuB	Transporters_In_Models	Experimental Subsystems	
osmoprotection protein (proWX)	Transporters_In_Models	Experimental Subsystems	
iron(III) dicitrate ABC transporter, ATP-binding protein (fecE)	Transporters_In_Models	Experimental Subsystems	
iron(III) dicitrate ABC transporter, permease protein (fecD)	Transporters_In_Models	Experimental Subsystems	
proline/betaine transporter (proP)	Transporters_In_Models	Experimental Subsystems	
D-alanine glycine permease (dagA)	Transporters_In_Models	Experimental Subsystems	
amino acid permease (rocE)	Transporters_In_Models	Experimental Subsystems	
HoxN/HupN/NixA family nickel/cobalt transporter	Transporters_In_Models	Experimental Subsystems	
Alpha-ketoglutarate permease	Transporters_In_Models	Experimental Subsystems	
ATP synthase B' chain (EC 3.6.3.14)	Transporters_In_Models	Experimental Subsystems	
glutamine ABC transporter, permease protein (glnP)	Transporters_In_Models	Experimental Subsystems	
glutamine ABC transporter, ATP-binding protein (glnQ)	Transporters_In_Models	Experimental Subsystems	
glutamine ABC transporter, periplasmic glutamine-binding protein (glnH)	Transporters_In_Models	Experimental Subsystems	
NA+/H+ antiporter (napA)	Transporters_In_Models	Experimental Subsystems	
Cytochrome C553 (soluble cytochrome f)	Transporters_In_Models	Experimental Subsystems	
Predicted thiamin transporter PnuT	Transporters_In_Models	Experimental Subsystems	
ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit	Transporters_In_Models	Experimental Subsystems	
Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	Transporters_In_Models	Experimental Subsystems	
Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	Transporters_In_Models	Experimental Subsystems	
Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	Transporters_In_Models	Experimental Subsystems	
Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	Transporters_In_Models	Experimental Subsystems	
Cytochrome c oxidase, subunit IV (EC 1.9.3.1)	Transporters_In_Models	Experimental Subsystems	
PTS system, fructose-specific IID component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
Succinate dehydrogenase cytochrome b558 subunit	Transporters_In_Models	Experimental Subsystems	
Putative symporter yjcG	Transporters_In_Models	Experimental Subsystems	
AA3-600 quinol oxidase subunit II	Transporters_In_Models	Experimental Subsystems	
AA3-600 quinol oxidase subunit I	Transporters_In_Models	Experimental Subsystems	
AA3-600 quinol oxidase subunit IIII	Transporters_In_Models	Experimental Subsystems	
AA3-600 quinol oxidase subunit IV	Transporters_In_Models	Experimental Subsystems	
Formate/nitrite family of transporters	Transporters_In_Models	Experimental Subsystems	
Gluconate permease, Bsu4004 homolog	Transporters_In_Models	Experimental Subsystems	
component of iron-uptake system	Transporters_In_Models	Experimental Subsystems	
xanthine permease	Transporters_In_Models	Experimental Subsystems	
Ca(2+) Citrate symporter (TC 2.A.11.1.2)	Transporters_In_Models	Experimental Subsystems	
Arsenical-resistance protein ACR3	Transporters_In_Models	Experimental Subsystems	
Menaquinone-cytochrome C reductase iron-sulfur subunit	Transporters_In_Models	Experimental Subsystems	
Menaquinone-cytochrome c reductase, cytochrome B subunit	Transporters_In_Models	Experimental Subsystems	
Menaquinone-cytochrome C oxidoreductase, cytochrome C subunit	Transporters_In_Models	Experimental Subsystems	
gamma-aminobutyrate (GABA) permease	Transporters_In_Models	Experimental Subsystems	
catalyses ATP-dependent electrogenic Na+ extrusion without mechanistically coupled H+ or K+ uptake	Transporters_In_Models	Experimental Subsystems	
PTS system, lichenan-, cellobiose-specific IIB component (EC 2.7.1.69); PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
Glycine betaine ABC transport system, ATP-binding protein OpuAA (EC 3.6.3.32)	Transporters_In_Models	Experimental Subsystems	
Ferrichrome transport system permease protein fhuG	Transporters_In_Models	Experimental Subsystems	
Sodium-dependent phosphate transporter	Transporters_In_Models	Experimental Subsystems	
amino acid ABC transporter, amino acid-binding protein	Transporters_In_Models	Experimental Subsystems	
amino acid ABC transporter, permease protein	Transporters_In_Models	Experimental Subsystems	
ATP-binding protein	Transporters_In_Models	Experimental Subsystems	
Malate Na(+) symporter	Transporters_In_Models	Experimental Subsystems	
amino acid carrier protein	Transporters_In_Models	Experimental Subsystems	
Mg(2+) Citrate transporter (TC 2.A.11.1.1)	Transporters_In_Models	Experimental Subsystems	
Ferrichrome-binding protein	Transporters_In_Models	Experimental Subsystems	
Alpha-arabinosides ABC transport system, permease protein AraN	Transporters_In_Models	Experimental Subsystems	
Alpha-arabinosides ABC transport system, permease protein AraP	Transporters_In_Models	Experimental Subsystems	
Alpha-arabinosides ABC transport system, permease protein AraQ	Transporters_In_Models	Experimental Subsystems	
Glycine betaine transporter OpuD	Transporters_In_Models	Experimental Subsystems	
potassium uptake	Transporters_In_Models	Experimental Subsystems	
C4-dicarboxylate transport protein	Transporters_In_Models	Experimental Subsystems	
Citrate transporter	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit G (TC 2.A.63.1.2)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit F (TC 2.A.63.1.2)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit A (TC 2.A.63.1.2)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit B (TC 2.A.63.1.2)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit C (TC 2.A.63.1.2)	Transporters_In_Models	Experimental Subsystems	
Chromate transport protein	Transporters_In_Models	Experimental Subsystems	
L-Malate Citrate symporter (TC 2.A.24.2.4)	Transporters_In_Models	Experimental Subsystems	
Purine-cytosine permease	Transporters_In_Models	Experimental Subsystems	
Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	Transporters_In_Models	Experimental Subsystems	
Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	Transporters_In_Models	Experimental Subsystems	
Multiple sugar ABC transporter, substrate-binding protein	Transporters_In_Models	Experimental Subsystems	
Choline ABC transport system, ATP-binding protein OpuBA	Transporters_In_Models	Experimental Subsystems	
Choline ABC transport system, permease protein OpuBB	Transporters_In_Models	Experimental Subsystems	
Choline ABC transport system, choline-binding protein OpuBC	Transporters_In_Models	Experimental Subsystems	
Choline ABC transport system, permease protein OpuBD	Transporters_In_Models	Experimental Subsystems	
Osmotically activated L-carnitine/choline ABC transporter, ATP-binding protein OpuCA	Transporters_In_Models	Experimental Subsystems	
Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB	Transporters_In_Models	Experimental Subsystems	
Osmotically activated L-carnitine/choline ABC transporter, substrate-binding protein OpuCC	Transporters_In_Models	Experimental Subsystems	
Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD	Transporters_In_Models	Experimental Subsystems	
Sodium/proline symporter	Transporters_In_Models	Experimental Subsystems	
amino acid permease	Transporters_In_Models	Experimental Subsystems	
Sodium/glutamine symporter glnT	Transporters_In_Models	Experimental Subsystems	
Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component	Transporters_In_Models	Experimental Subsystems	
Predicted rhamnose oligosaccharide ABC transport system, permease component 2	Transporters_In_Models	Experimental Subsystems	
Predicted rhamnose oligosaccharide ABC transport system, permease component	Transporters_In_Models	Experimental Subsystems	
2-oxoglutarate/malate translocator	Transporters_In_Models	Experimental Subsystems	
Heme ABC type transporter HtsABC, heme-binding protein	Transporters_In_Models	Experimental Subsystems	
Heme ABC type transporter HtsABC, permease protein HtsB	Transporters_In_Models	Experimental Subsystems	
Heme ABC type transporter HtsABC, permease protein HtsC	Transporters_In_Models	Experimental Subsystems	
sodium/hydrogen exchanger family protein	Transporters_In_Models	Experimental Subsystems	
Glucose/mannose:H+ symporter GlcP	Transporters_In_Models	Experimental Subsystems	
Magnesium transporter	Transporters_In_Models	Experimental Subsystems	
Potassium uptake protein, integral membrane component, KtrD	Transporters_In_Models	Experimental Subsystems	
Sulfate permease, Pit-type	Transporters_In_Models	Experimental Subsystems	
cation-transporting ATPase, E1-E2 family	Transporters_In_Models	Experimental Subsystems	
Putative transporter yoaB	Transporters_In_Models	Experimental Subsystems	
Sodium-dependent transporter	Transporters_In_Models	Experimental Subsystems	
Na+/solute symporter	Transporters_In_Models	Experimental Subsystems	
sodium/alanine symporter family protein	Transporters_In_Models	Experimental Subsystems	
Probable amino-acid ABC transporter permease protein ytmM	Transporters_In_Models	Experimental Subsystems	
amino acid permease family protein	Transporters_In_Models	Experimental Subsystems	
YTRC	Transporters_In_Models	Experimental Subsystems	
YTRD	Transporters_In_Models	Experimental Subsystems	
ABC transporter, permease protein	Transporters_In_Models	Experimental Subsystems	
Trk system potassium uptake protein TrkA	Transporters_In_Models	Experimental Subsystems	
Potassium uptake protein, integral membrane component, KtrB	Transporters_In_Models	Experimental Subsystems	
Predicted molybdate-responsive regulator YvgK in bacilli	Transporters_In_Models	Experimental Subsystems	
Copper(I) chaperone copZ	Transporters_In_Models	Experimental Subsystems	
Adenosylcobinamide amidohydrolase (EC 3.5.1.90)	Transporters_In_Models	Experimental Subsystems	
PTS system, fructose-specific IIA component (EC 2.7.1.69) / PTS system, fructose-specific IIB component (EC 2.7.1.69) / PTS system, fructose-specific IIC component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	Transporters_In_Models	Experimental Subsystems	
PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69) / PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
Transmembrane component of general energizing module of ECF transporters	Transporters_In_Models	Experimental Subsystems	
PTS system, glucose-specific IIC component (EC 2.7.1.69) / PTS system, glucose-specific IIB component (EC 2.7.1.69) / PTS system, glucose-specific IIA component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
Sodium/glutamate symporter	Transporters_In_Models	Experimental Subsystems	
Na/Pi cotransporter II-related protein	Transporters_In_Models	Experimental Subsystems	
formate/nitrite transporter family protein	Transporters_In_Models	Experimental Subsystems	
Pyrimidine nucleoside transport protein	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit B (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit C (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit D (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit E (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit F (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit G (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
Pyrimidine nucleoside transporter	Transporters_In_Models	Experimental Subsystems	
Choline transporter, permease protein	Transporters_In_Models	Experimental Subsystems	
Na(+) H(+) antiporter subunit A (TC 2.A.63.1.3)	Transporters_In_Models	Experimental Subsystems	
quinol oxidase polypeptide IV QoxD (EC:1.9.3.-)	Transporters_In_Models	Experimental Subsystems	
quinol oxidase polypeptide III QoxC (EC:1.9.3.-)	Transporters_In_Models	Experimental Subsystems	
quinol oxidase polypeptide I QoxB (EC:1.9.3.-)	Transporters_In_Models	Experimental Subsystems	
quinol oxidase polypeptide II QoxA (EC:1.9.3.-)	Transporters_In_Models	Experimental Subsystems	
Glutamate ABC transporter, periplasmic glutamine-binding protein	Transporters_In_Models	Experimental Subsystems	
ammonium transporter family protein	Transporters_In_Models	Experimental Subsystems	
PTS system, lactose-specific IIB component (EC 2.7.1.69) / PTS system, lactose-specific IIC component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
PTS system, lactose-specific IIA component (EC 2.7.1.69)	Transporters_In_Models	Experimental Subsystems	
Eukaryotic-type low-affinity urea transporter	Transporters_In_Models	Experimental Subsystems	
Methionine transporter MetT	Transporters_In_Models	Experimental Subsystems	
Magnesium citrate secondary transporter	Transporters_In_Models	Experimental Subsystems	
Transmembrane component MtsC of energizing module of methionine-regulated ECF transporter	Transporters_In_Models	Experimental Subsystems	
2-oxoglutarate/malate translocator-like protein	Transporters_In_Models	Experimental Subsystems	
Methicillin resistance regulatory sensor-transducer MecR1, truncated	Staph_kathyscats	Experimental Subsystems	
tRNA dimethylallyltransferase (EC 2.5.1.75)	MiaA_RpoS	Experimental Subsystems	
RNA polymerase sigma factor RpoS	MiaA_RpoS	Experimental Subsystems	
Transfer-messenger RNA (tmRNA) involved in trans-translation	MiaA_RpoS	Experimental Subsystems	
tmRNA-binding protein SmpB	MiaA_RpoS	Experimental Subsystems	
RNA-binding protein Hfq	MiaA_RpoS	Experimental Subsystems	
RNA polymerase sigma factor SigB	MiaA_RpoS	Experimental Subsystems	
Threonine dehydratase biosynthetic (EC 4.3.1.19)	Khodge314_Isoleucine_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids
Ketol-acid reductoisomerase (EC 1.1.1.86)	Khodge314_Isoleucine_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids
Dihydroxy-acid dehydratase (EC 4.2.1.9)	Khodge314_Isoleucine_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids
Threonine dehydratase, catabolic (EC 4.3.1.19)	Khodge314_Isoleucine_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids
