#Function	Subsystem	Classification 1	Classification 2
Plasmid replication protein RepB	Plasmid_replication	DNA Metabolism	DNA replication
Chromosome (plasmid) partitioning protein ParA	Plasmid_replication	DNA Metabolism	DNA replication
Chromosome (plasmid) partitioning protein ParB	Plasmid_replication	DNA Metabolism	DNA replication
Plasmid replication protein RepC	Plasmid_replication	DNA Metabolism	DNA replication
Gamma-hemolysin component A	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Gamma-hemolysin component B	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Gamma-hemolysin component C	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
IgG-binding protein SBI	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Leukotoxin LukD	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Leukotoxin LukE	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Alpha-hemolysin precursor	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Panton-Valentine leukocidin chain F precursor	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
Panton-Valentine leukocidin chain S precursor	Staphylococcus_Two-component_and_Pore-forming_Cytolysins	Virulence	Toxins and superantigens
ATPase component NikO of energizing module of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Additional component NikL of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Additional periplasmic component NikK of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Substrate-specific component NikM of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
HupE-UreJ family metal transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
ATPase component CbiO of energizing module of cobalt ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Additional substrate-specific component CbiN of cobalt ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Additional substrate-specific component NikN of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel responsive regulator NikR	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Substrate-specific component CbiM of cobalt ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Transmembrane component CbiQ of energizing module of cobalt ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Transmembrane component NikQ of energizing module of nickel ECF transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
HoxN/HupN/NixA family nickel/cobalt transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel ABC transporter, periplasmic nickel-binding protein NikA (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport ATP-binding protein NikD (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport system permease protein NikB (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport system permease protein NikC (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nicel/Cobalt-specific TonB-dependent outer membrane receptor	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Predicted cobalt transporter CbtC	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Predicted cobalt transporter CbtA	Transport_of_Nickel_and_Cobalt	Membrane Transport	
HoxN/HupN/NixA family cobalt transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Predicted cobalt transporter in sulfate-reducing delta-proteobacteria	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Predicted cobalt ABC transporter periplasmic component	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Predicted cobalt transporter in Mycobacteria	Transport_of_Nickel_and_Cobalt	Membrane Transport	
HupE-UreJ family cobalt transporter	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transporter UreH	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel ABC transporter, periplasmic nickel-binding protein nikA2 (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport ATP-binding protein nikD2 (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport ATP-binding protein nikE2 (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport system permease protein nikB2 (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Nickel transport system permease protein nikC2 (TC 3.A.1.5.3)	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Predicted cobalt transporter in Bacteroides_Porphyromonas	Transport_of_Nickel_and_Cobalt	Membrane Transport	
Cell division protein FtsW	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
D-alanine--D-alanine ligase (EC 6.3.2.4)	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
Cell division protein FtsQ	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
Cell division protein FtsA	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
Cell division protein FtsZ (EC 3.4.24.-)	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
D-alanine--D-alanine ligase B (EC 6.3.2.4)	cell_division_cluster_containing_FtsQ	Clustering-based subsystems	Cell Division
Alcohol dehydrogenase (EC 1.1.1.1)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Acetaldehyde dehydrogenase (EC 1.2.1.10)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Butyryl-CoA dehydrogenase (EC 1.3.99.2)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Electron transfer flavoprotein, alpha subunit	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Electron transfer flavoprotein, beta subunit	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (EC 2.8.3.8)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Acetoacetate decarboxylase (EC 4.1.1.4)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
NADH-dependent butanol dehydrogenase B (EC 1.1.1.-)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
NADH-dependent butanol dehydrogenase (EC 1.1.1.-)	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Acetoacetate metabolism regulatory protein AtoC	Acetone_Butanol_Ethanol_Synthesis	Carbohydrates	Fermentation
Glycosyltransferase (EC 2.4.1.-)	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
glycosyl transferase, family 2	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Glycosyl transferase, family 2	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Glycosyl transferase, group 1 (EC 2.-.-.-)	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Bacterial sugar transferase	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
hypothetical protein FP1254	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Oligosaccharide repeat unit polymerase Wzy	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Hexapeptide transferase family protein	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Glycosyl transferase, group 1	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Apolipoprotein N-acyltransferase (EC 2.3.1.-)	CBSS-376686.6.peg.291	Clustering-based subsystems	Biosynthesis of galactoglycans and related lipopolysacharides
Fap amyloid fiber secretin	Fap_amyloid_fiber_secretion_system		
Fap amyloid fibril major component	Fap_amyloid_fiber_secretion_system		
Fap amyloid fibril minor component	Fap_amyloid_fiber_secretion_system		
Fap protein with C39 domain	Fap_amyloid_fiber_secretion_system		
Fap system putative outer membrane protein	Fap_amyloid_fiber_secretion_system		
Fap unknown function protein	Fap_amyloid_fiber_secretion_system		
Sigma-54 dependent transcriptional regulator	Fap_amyloid_fiber_secretion_system		
Fap unknown function protein-Chromobacterium type	Fap_amyloid_fiber_secretion_system		
Fap unknown function protein-Burkholderia type	Fap_amyloid_fiber_secretion_system		
Fap unknown function protein-Stenotrophomonas type	Fap_amyloid_fiber_secretion_system		
putative chaperone for the Fap secretion system	Fap_amyloid_fiber_secretion_system		
sigma-54 specific transcriptional regulator, Fis family	Fap_amyloid_fiber_secretion_system		
Cell division protein BolA	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsA	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsH (EC 3.4.24.-)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsJ	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsL	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsW	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsZ (EC 3.4.24.-)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division topological specificity factor MinE	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division trigger factor (EC 5.2.1.8)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
GTP-binding protein Era	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Septum site-determining protein MinC	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Septum site-determining protein MinD	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
rRNA small subunit methyltransferase H	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsK	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsQ	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein FtsX	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein MraZ	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Rod shape-determining protein MreB	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Rod shape-determining protein MreC	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Rod shape-determining protein MreD	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Septum formation protein Maf	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division initiation protein DivIVA	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Cell division protein DivIC, stabilizes FtsL against RasP cleavage	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
Chromosome partitioning protein ParA	Bacterial_Cell_Division	Cell Division and Cell Cycle	Cell cycle in Prokaryota
GTP cyclohydrolase I (EC 3.5.4.16) type 1	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum cofactor biosynthesis protein MoaA	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum cofactor biosynthesis protein MoaB	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum cofactor biosynthesis protein MoaC	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum cofactor biosynthesis protein MoaD	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum cofactor biosynthesis protein MoaE	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin biosynthesis protein MoeA	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin biosynthesis protein MoeB	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin-guanine dinucleotide biosynthesis protein MobA	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin-guanine dinucleotide biosynthesis protein MobB	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
GTP cyclohydrolase II (EC 3.5.4.25)	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin biosynthesis Mog protein, molybdochelatase	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
CTP:molybdopterin cytidylyltransferase	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
DNA-binding domain of ModE	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdate-binding domain of ModE	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Sulfur carrier protein adenylyltransferase ThiF	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin biosynthesis enzyme	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Periplasmic molybdate-binding domain	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdopterin binding domain MoeA-like	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Molybdenum transport system protein ModD	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Protein co-occuring with molybdenum cofactor biosynthesis protein B	Molybdenum_cofactor_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines
Putative lumenal protein, contains 8 pentapeptide repeats, sll0301 homolog	At2g44920_At1g12250		
Putative lumenal protein, contains 8 pentapeptide repeats, sll0577 homolog	At2g44920_At1g12250		
Putative thylakoid membrane protein, contains 8 pentapeptide repeats, sll0274 homolog	At2g44920_At1g12250		
